show_id,title,description,listed_in,rating,content,profile,release_year
s4387,The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.","Children & Family Movies, Dramas, Romantic Movies",TV-G,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places. Children & Family Movies, Dramas, Romantic Movies",1,2018
s4388,Vai Anitta,"Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month.","Docuseries, International TV Shows, Reality TV",TV-MA,"Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month. Docuseries, International TV Shows, Reality TV",2,2018
s4389,Aalorukkam,"When an aging father seeks the help of a doctor and a journalist to look for the son who left him 16 years ago, he learns some surprising truths.","Dramas, Independent Movies, International Movies",TV-PG,"When an aging father seeks the help of a doctor and a journalist to look for the son who left him 16 years ago, he learns some surprising truths. Dramas, Independent Movies, International Movies",1,2018
s4390,Beyblade Burst Evolution,"Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.","Anime Series, Kids' TV",TV-Y,"Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first. Anime Series, Kids' TV",0,2017
s4391,Christmas Wedding Planner,A wedding plannerâs world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs.,"Comedies, International Movies, Romantic Movies",PG,"A wedding plannerâs world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs. Comedies, International Movies, Romantic Movies",1,2017
s4392,Halkaa,"Up against a corrupt government official and crushing poverty, a young boy in the Delhi slums attempts to raise funds to build himself his own toilet.","Comedies, Dramas, Independent Movies",TV-14,"Up against a corrupt government official and crushing poverty, a young boy in the Delhi slums attempts to raise funds to build himself his own toilet. Comedies, Dramas, Independent Movies",1,2018
s4393,May the Devil Take You,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.","Horror Movies, International Movies",TV-MA,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past. Horror Movies, International Movies",1,2018
s4394,Muzaffarnagar Baaqi Hai,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh.","Documentaries, International Movies",TV-MA,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh. Documentaries, International Movies",0,2015
s4395,Odu Raja Odu,"While trying to buy his wife a set-top box, a struggling writer and his pal get entangled in the domino effect of a spectacularly botched drug deal.","Comedies, Independent Movies, International Movies",TV-14,"While trying to buy his wife a set-top box, a struggling writer and his pal get entangled in the domino effect of a spectacularly botched drug deal. Comedies, Independent Movies, International Movies",1,2018
s4396,Savita Damodar Paranjpe,"When his wife begins to exhibit alarming behavior, a husband tries to find whether she suffers from a personality disorder or something more sinister.","Horror Movies, International Movies",TV-14,"When his wife begins to exhibit alarming behavior, a husband tries to find whether she suffers from a personality disorder or something more sinister. Horror Movies, International Movies",1,2018
s4397,The Giant,"In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act.","Dramas, International Movies",TV-14,"In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act. Dramas, International Movies",1,2017
s4398,BuyBust,"In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night.","Action & Adventure, International Movies",TV-MA,"In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night. Action & Adventure, International Movies",3,2018
s4399,Loudon Wainwright III: Surviving Twin,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,Music & Musicals,TV-14,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories. Music & Musicals,4,2018
s4400,Warrior,A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,"A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang. Crime TV Shows, International TV Shows, TV Dramas",2,2018
s4401,Age of Tanks,The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,"Docuseries, International TV Shows, Science & Nature TV",TV-PG,"The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century. Docuseries, International TV Shows, Science & Nature TV",2,2017
s4402,"All's Well, End's Well (2009)","Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her.","Comedies, International Movies, Romantic Movies",TV-14,"Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her. Comedies, International Movies, Romantic Movies",1,2009
s4403,Lommbock,"After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things.","Comedies, International Movies",TV-MA,"After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things. Comedies, International Movies",1,2017
s4404,Medal of Honor,"Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.","Docuseries, TV Dramas",TV-MA,"Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories. Docuseries, TV Dramas",0,2018
s4405,Outlaw King,"In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule.","Action & Adventure, Dramas",R,"In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule. Action & Adventure, Dramas",3,2018
s4406,Super Drags,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.","International TV Shows, TV Comedies",TV-MA,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses. International TV Shows, TV Comedies",2,2018
s4407,The Queen of Flow,"Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,"Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family. Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2,2018
s4408,Treehouse Detectives,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.","Kids' TV, TV Thrillers",TV-Y,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard. Kids' TV, TV Thrillers",0,2018
